start_timecode,end_timecode,scene_description,summary,id,attachment_url,file_width,file_height
00:24.5,00:27.8,紧聚焦于电动摩托车的前轮和刹车系统，显示了轮胎规格为110/70-12。,GOWEI CP900电动两轮车,f7b2ef163527a73543456b1565f55cc6,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:24.7,00:33.4,一个员工在仔细检查或安装电动车的前部组件，突出了质量控制和详细工作的重要性。,Vespa电动车工厂介绍,d2cf5d7182cf49fa19a6e7cd58435fb5,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
00:26.1,00:30.0,三轮车停放在户外，看起来像是用于存放工具和材料，配有一把大伞提供阴凉。,美国用户评价GOWEI电动三轮车,8edbdffa9bc2283ccb2a0c6b0178a467,17171322288115886/origin_source/IMG_5699_origin.mp4,1280,720
00:26.6,00:27.3,展示外卖员从侧面钢架上拿取装有商品的塑料袋，体现电动车的实用载物功能。,GOWEI 外卖车测评,a4e95b55b86739bcd2e18dab8263987a,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:27.3,00:29.1,聚焦电动车的仪表盘，显示当前速度为24公里/小时，展示其信息清晰易读的特点。,GOWEI 外卖车测评,a4f9bc47ce086ec72ce96bf59510733d,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:27.6,00:29.2,显示完成品的最终检验过程，员工进行质量检查，确保产品达到标准。,这是一个有关电动车烤漆工艺流程的视频,040942e15c464491bd22c739cea3a990,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:27.8,00:29.4,展示了另一侧电动摩托车的后轮和刹车系统，轮胎规格为120/70-12j。,GOWEI CP900电动两轮车,186516c0934675be9d013522d61c7c22,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:29.1,00:30.3,显示电动车由驾驶者操作的整体侧视图，强调设计的现代感和实用性。,GOWEI 外卖车测评,c7c806f3dc7f5197288233734bb2f819,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:29.1,00:29.2,叉车正在装卸箱子，箱子清晰地标有'FORTE'的字样，叉车的叉子部分正在操作箱子，准备进行移动或装车。,GOWEI 装柜,3a5a32dfd37f683386a9e37f107a3ef2,17171322288115886/origin_source/1718256987_yzwyJ6SKJbAanFQp.mp4,720,720
00:29.2,00:33.7,一个大型车间内部，挂满了待处理的电动车部件,这是一个有关电动车烤漆工艺流程的视频,9ebe64f4ce05a7819738af6960730c2d,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:29.4,00:31.3,装备全套骑装的女性在公园的自行车道上骑行，展示电动车的实际使用场景和骑行效果。,GOWEI CP900电动两轮车,5c35c761a56a8e21d4471ade7d9e0c31,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:30.0,00:37.3,三轮车装载着饲料桶，用于喂食多种农场动物，如鹅和羊。,美国用户评价GOWEI电动三轮车,b727bbf6ea7e38bd29bb4928315c4e27,17171322288115886/origin_source/IMG_5699_origin.mp4,1280,720
00:30.3,00:31.3,集中展示电动车的后轮和尾灯设计，可能强调其安全性和美观的设计。,GOWEI 外卖车测评,2c6172c0ea40104b778f439bac3c4893,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:30.5,00:43.5,车辆的驾驶部分，清楚地看到车辆的脚踏板和部分内部机械结构，包括脚刹和电动启动装置。所有部件保持着良好的维护状态，显现出Vespa电动车的高品质和精细工艺。蓝色的车身在细节处也显示出精心的设计感。,Vespa电动车,37d8448cfd77b6b12f6f5319e45e60da,17171322288115886/origin_source/1720493542_CB78WyJXDKf52SSS.mp4,640,368
00:31.3,00:32.4,展示外卖员在较为繁忙的市区道路上骑行，演示车辆在城市交通中的实际应用。,GOWEI 外卖车测评,4951d93d5fb50aab1f1a196dbadbbd8e,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:31.3,00:34.8,女性站在停放的电动摩托车旁，场景强调了电动车的时尚外观和设计。,GOWEI CP900电动两轮车,cfcf303790a5fdb014a9f724dc49a705,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:32.4,00:33.5,手持手机显示外卖订单情况的画面，突出了使用手机接收和处理订单的便利性。,GOWEI 外卖车测评,e42ec328047da5950e4828b6884c459b,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:33.4,00:40.4,聚焦一个正在组装电动车的工人，他在认真完成具体的手工作业，展示了装配工作的专注与细致。,Vespa电动车工厂介绍,81371d873429025c8546163a0f625ecb,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
00:33.5,00:35.2,身着外卖公司制服的配送员正在查看手机，准备接单或查看配送信息。,GOWEI 外卖车测评,10b8c2c30116ffae80672c7d1a8890c9,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:33.7,00:36.0,两位工作人员在检查或操作一些正在输送带上移动的电动车部件,这是一个有关电动车烤漆工艺流程的视频,48094f463e05961c7706a7c2660d374d,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:34.8,00:36.1,紧聚焦在电动摩托车的支撑脚架上，突出了脚架的设计和材质。,GOWEI CP900电动两轮车,4e3ab56cf7bfede5211edd9643c9c00c,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:35.2,00:37.4,外卖配送员骑着外卖车在路上行驶，体现了外卖车的实用性及其在城市道路上的灵活性。,GOWEI 外卖车测评,33148617e09348a88973daad04b694ab,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:36.0,00:42.0,烤漆完成后的部件冷却区，部件被摆放在特制架子上进行自然冷却,这是一个有关电动车烤漆工艺流程的视频,70799aeb6f90d6deb3aa11cbc3a9853e,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:36.1,00:37.0,着重展示了电动摩托车的前轮和其CNC制动系统，加强了对先进制动技术的展示。,GOWEI CP900电动两轮车,09efa54db184de43e073dbc1ac9f4062,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:37.0,00:37.6,再次展示CNC制动系统并聚焦在不同角度的前轮和泥板上，突出了车辆的细节与高品质制造。,GOWEI CP900电动两轮车,a38ac41b4a18c9a92edbf62061862648,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:37.3,00:39.0,三轮车在农场上快速行驶，显示出良好的机动性和速度，背景有其他车辆和动物。,美国用户评价GOWEI电动三轮车,e9c63cb417e33a1066dce44299a3e583,17171322288115886/origin_source/IMG_5699_origin.mp4,1280,720
00:37.4,00:42.5,外卖配送员带着安全头盔坐在外卖车上休息，表现了等待订单的一刻，背景为都市建筑。,GOWEI 外卖车测评,c0bcf276ad9b870d410cb0099f120d69,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:37.6,00:38.8,展示了电动车的手把部分，特别是采用CNC精工的制动和离合器手柄，突出了高级的装备和精细的工艺。,GOWEI CP900电动两轮车,37227402167e99eb6e76413a83a471ba,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:38.8,00:39.9,聚焦于电动车的前把及显示面板区域，展示了现代和流线型的设计，以及带有CNC标识的独特造型。,GOWEI CP900电动两轮车,8f8c246657922699a19eaae1e22a1d00,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:39.0,00:39.5,主要关注三轮车的前部，包括车头和座位，可以看出设计细节和结构。,美国用户评价GOWEI电动三轮车,99501c664ebcb172a2bdaaa446ec30f2,17171322288115886/origin_source/IMG_5699_origin.mp4,1280,720
00:39.5,00:40.8,一个使用者坐在三轮车内，穿戴保护装备，准备驶离一座木质大门，展示了三轮车的使用环境。,美国用户评价GOWEI电动三轮车,baecc31d73cae19e45538752e1021e0a,17171322288115886/origin_source/IMG_5699_origin.mp4,1280,720
00:39.9,00:40.6,焦点放在了电动车的尾部及后轮等传动系统，显示了坚固的尾架和精心设计的后减震装置。,GOWEI CP900电动两轮车,21da0597e1ab6d697d0b2c6c577f420e,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:40.4,00:54.9,显示一位工人在电动车的后轮组装，这个场景强调了技术和手工的结合，展示了车辆组装的具体环节。,Vespa电动车工厂介绍,b2f4670ae10df36ee9b18b5daf423230,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
00:40.6,00:41.6,整车远景展现，提供了电动车的全貌，突出动感的车身贴纸和整体设计。,GOWEI CP900电动两轮车,bb1e3bba192dc1a267db381d2d35941b,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:40.8,00:54.7,三轮车停放在一个看起来像家庭住址的地方，显示了其作为个人交通工具的一种可能用途。,美国用户评价GOWEI电动三轮车,4dbd0d49ab5efea18da0f0d993ed9ca5,17171322288115886/origin_source/IMG_5699_origin.mp4,1280,720
00:41.6,00:48.7,车辆前方远景，突显了车辆的车头设计以及独具特色的美观造型。,GOWEI CP900电动两轮车,ab1de25016c556e8262ea9bd0af9fdfb,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:42.0,00:46.9,工作人员正在仔细检查烤漆后的电动车部件质量,这是一个有关电动车烤漆工艺流程的视频,9b02ac5a4cf1e4dacc2e8439c7c32000,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:42.5,00:42.9,近距离展示外卖车的侧面，突出了车辆的动力装置和品牌标志（GO吉）、加速性能。,GOWEI 外卖车测评,551f6c306a6acea391fa1828b884c899,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:42.9,00:43.3,细节展示外卖车的电机部分和车架，突显了现代化技术和结实的设计。,GOWEI 外卖车测评,f0481be3bd9f3867d42e3263d35ef27b,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:43.3,00:43.6,展示了全景的外卖车，聚焦在前灯设计及整体造型，强调了外卖车的设计美观和实用性。,GOWEI 外卖车测评,b11f311bf83105e859d015f92dd9899c,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:43.6,00:46.0,完整展现了外卖车停静时的侧面全视图，重点在于车辆的整体设计和储物空间。,GOWEI 外卖车测评,9b408c2e3aeb4425bc5d3879aec7df15,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:46.0,00:49.7,“网速快”四个字清晰显示，可能象征该外卖车型具备高效率和快速响应的特点，这也许是视频的标题画面或结束语。,GOWEI 外卖车测评,207e3e1a1f5e47d6f8acd8841fefe752,17171322288115886/origin_source/1718246949_6mnP5zpwTXRzMWGj.mp4,1920,1080
00:46.9,00:48.7,一位工人正用粉笔在已烤漆的电动车部件上做标记,这是一个有关电动车烤漆工艺流程的视频,36cace27e9e8dfeb5c66f9333a789295,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:48.7,00:53.8,工作人员正在一张大桌上操作电动车部件,这是一个有关电动车烤漆工艺流程的视频,3d22529442382fea3a765b19965e4bc1,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:48.7,00:50.0,一位女性正准备戴上头盔，背景是电动车，展示了使用电动车前的安全准备。,GOWEI CP900电动两轮车,a8c810ccb4edaa179352646185ae58f4,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:50.0,00:50.4,同一位女性正在调整头盔，强调了在驾驶前注重安全装备的重要性。,GOWEI CP900电动两轮车,c0e0194ea3ae205183d37f905471ab96,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:50.4,00:50.6,女性驾驶电动车经过一条风景优美的道路，展示了电车的实际使用环境和操控感。,GOWEI CP900电动两轮车,2afeb4bc7c7fca596d0b47100cf023b3,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:50.6,00:51.4,以车轮为焦点，捕捉到高速行驶中的动态，强调了车辆的性能和稳定性。,GOWEI CP900电动两轮车,472b92999eaa21a9ae3df8fee4fb6caf,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:51.4,00:52.1,一位女性驾驶GOWEI CP900在蓝色人行道上行驶，周围是树木和天空。,GOWEI CP900电动两轮车,852b3aeabb6133236d35a4471f6acf33,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:52.1,00:53.0,女性驾驶电动车穿过白色和金属拱门，背景是绿化环境和步道。,GOWEI CP900电动两轮车,2d4f50d1ed3e88974efbcd0fcbf91bce,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:53.0,00:54.2,女性驾驶者在涂鸦的城市桥上行驶，展示电动车在城市环境中的适用性。,GOWEI CP900电动两轮车,4fedb679bb9e660c60787526e81e067d,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:53.8,00:56.7,一位工作人员正在将处理完的电动车部件放入蓝色的塑料箱中,这是一个有关电动车烤漆工艺流程的视频,04d4a08c19360c7c5fbfd1d9a0d60ca2,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:54.2,00:54.8,电动车的侧面特写，背景显示高速行驶的快感和流畅线条。,GOWEI CP900电动两轮车,1af18a51702a1e020d250f28c10a0aba,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:54.7,01:19.5,这张图片描述了一位男子坐在一辆蓝色的电动三轮车上，戴着草帽，并在户外向摄像头讲话，表达关于该电动三轮车的看法。图片还显示了一只动物（看起来像是羊）在他的旁边，而背景是开阔的天空和沙土地面。男子似乎在评价这辆电动三轮车的实用性，因为视频字幕中提到“它们在草地上非常有用”。这场景似乎发生在户外的农村或荒野区域。,美国用户评价GOWEI电动三轮车,eff0603254acc7bc74f7598f9b83bba7,17171322288115886/origin_source/IMG_5699_origin.mp4,1280,720
00:54.8,00:55.3,电动车侧面特写，背景突出车辆在行驶中的稳定性和速度感。,GOWEI CP900电动两轮车,be914ecd408e7ed2b2695436b013e17c,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:54.9,00:59.7,内部一个电池装配区的景象，工人们在进行电池组的装配，突显了电动车生产中电池技术的重要性。,Vespa电动车工厂介绍,62bde962cc846cae6eb3f19aae8c40cb,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
00:55.3,00:55.7,电动车前部和车牌特写，标注了“12辆4000W的极速版”，显示车辆的型号和高性能。,GOWEI CP900电动两轮车,6723c88f5566a37762bd4ed6c759f7bf,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:55.7,00:57.1,电动车刹车系统特写，展示先进的制动技术和制动盘，确保驾驶安全性。,GOWEI CP900电动两轮车,9365e49d3860c6d30b4deb2ce59b4293,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:56.7,01:00.1,工作人员正进行最终质检，另一位工作人员则忙于将部件进行包装，准备出货,这是一个有关电动车烤漆工艺流程的视频,8167ae165be6dd9a14fbca54aff54245,17171322288115886/origin_source/1718342368_F2EPzniFeBPKWRf5.mp4,1920,1080
00:57.1,00:58.5,电动车正面特写，抓拍了驾驶者满意的表情，背景是绿色植被，显示驾驶的愉悦感。,GOWEI CP900电动两轮车,75fece4ae33c8a497b389d4855104090,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:58.5,00:59.9,女性驾驶者在蓝色人行道上行驶，景色宜人，突出电动车在休闲和通勤环境中的适用性。,GOWEI CP900电动两轮车,00934d657add2b2c9743f959f7491b5c,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
00:59.7,01:04.0,一个存放已完成电动车的仓库，排列整齐的电动车为出货做准备，显示了大规模生产的结果。,Vespa电动车工厂介绍,d0a63c90993e0342f7b41e3c96580458,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
00:59.9,01:01.9,展示电动车的前轮和刹车系统，突出了配备的320mm大尺寸碟刹片和对应的刹车卡钳，突出其安全性和性能。,GOWEI CP900电动两轮车,d547b37c9a767f6703c96d2a858b8857,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:01.9,01:02.9,焦点同样在电动车的后轮和刹车系统上，也是320mm大尺寸碟刹片，表明后轮同样强调刹车性能。,GOWEI CP900电动两轮车,b7da0e223f5ad1a94b336b015f370d3e,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:02.9,01:03.1,细节图显示了电动车后轮的减震器和带有设计图案的碟刹片，此处是220mm的碟刹片，强调了其后轮减震和制动能力。,GOWEI CP900电动两轮车,39cd9d395822f46f8f21700091b372af,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:03.1,01:04.4,另一个角度展示后轮220mm碟刹片和金色的卡钳，更加注重展示了时尚的配色和设计。,GOWEI CP900电动两轮车,8bd7308a61a94862fc4abf1264ce35f3,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:04.0,01:09.7,另一个车库场景，展示了成排的电动车准备检查或出货，光线从仓库尽头射来，形成视觉的深度和引导。,Vespa电动车工厂介绍,ee466bd51ba39000bcfc6b44b0d56e3d,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:04.4,01:06.7,图中是一个穿着头盔和骑行装备的人驾驶电动车，准备由绿色的巷道驶出，突出了电动车的实用场景和操作者的安全措施。,GOWEI CP900电动两轮车,1e16e82780d67bb1aac8f46f0272069d,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:06.7,01:07.8,聚焦在电动车的前灯设计，现代感的灯具设计表明了其优良的照明性能。,GOWEI CP900电动两轮车,027541f46814d0a7e009632306d9906f,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:07.8,01:08.7,展示了前轮另一个角度的高精度CNC铝制减震，提高了电动车的舒适性和稳定性。,GOWEI CP900电动两轮车,45b3dfa0f7d9d64e4ed7a63b1cd61e30,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:08.7,01:09.4,聚焦在电动车的后轮减震器和轮辋，显示了X型的强化设计和减震功能，强调了稳定性和耐用性。,GOWEI CP900电动两轮车,06340e665883891639d2c10595f504be,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:09.4,01:10.3,详细显示了后轮的减震设计和轮辋，再次强调了其高性能的减震和支撑能力。,GOWEI CP900电动两轮车,39561581d6fe1c0d8cef5e5be6f26624,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:09.7,01:11.6,展示了电动车的大规模存储区域，成排的电动车停放整齐，工厂内部设施宽敞明亮，显示出高效的存储和管理系统。,Vespa电动车工厂介绍,4af476dc493973608ec88441a75946be,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:10.3,01:12.3,电动车行驶在装饰有现代风格拱门的城市自行车道上，背景是城市高楼，突出其适用于城市环境。,GOWEI CP900电动两轮车,3b6d15f80ea5427e0daed207a366307c,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:11.6,01:14.7,展示的是大量蓝色工业电动车，突出了工厂的多样化产品线和高产量能力。,Vespa电动车工厂介绍,fc74e35b1b28de6a0ae9ee28a63d8819,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:12.3,01:15.9,驾驶者正穿戴全套安全装备（如头盔）在桥上行驶，显示电动车稳定性好，适用于多种路面。,GOWEI CP900电动两轮车,3bbafb62bdd87138b231abf012afbff5,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:14.7,01:17.5,以红色和蓝色的电动车为主，每辆车上方似乎都装有电子显示屏，可能用于展示产品信息或作为导航辅助。,Vespa电动车工厂介绍,767cea343ba88a27b143380fd869fcd2,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:15.9,01:19.4,年轻女性操作电动车，手势动作表明她可能正在讲解电动车的特点或操作方法，适用于营销展示。,GOWEI CP900电动两轮车,2385e60c19134b74c28338e998a61556,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:17.5,01:20.7,展示多款摩托车和电动车。地面干净整洁，光线充足，体现了企业对产品展示的重视。,Vespa电动车工厂介绍,05d6d8849dc7b366956f179373d06557,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:19.4,01:20.3,特写电动车头部，展示车型标志和设计细节，强调品牌识别和现代感。,GOWEI CP900电动两轮车,dbc8c728d9e66b87a7e15e9b758ba45c,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:20.3,01:21.0,座椅特写，突出舒适设计和材质，推广乘坐的舒适性。,GOWEI CP900电动两轮车,0a545e8e40a0e8a1307b411471c13ed5,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:20.7,01:25.2,一个现代化展厅中心，以一个单独的电动车放在圆形展示台上为焦点，周围环绕其他款式的电动车，展示出工厂的设计和技术水平。,Vespa电动车工厂介绍,c7c374b452238ae1ef4d51c60d3bf0e1,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:21.0,01:21.3,动态侧面视角，突出电动车在公园等户外环境的行驶表现，强调其适合休闲环境。,GOWEI CP900电动两轮车,982109cfd91f88b2f739d051015cde8e,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:21.3,01:21.6,电动车正面低角度拍摄，专注于车辆前部设计和地面的接触情况，展示良好的稳定性和设计美感。,GOWEI CP900电动两轮车,6b023ca0b0305d9025c708ec253d5228,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:21.6,01:21.9,电动车快速经过的模糊景象，表达速度感和操控性。,GOWEI CP900电动两轮车,400b4ee989a03b4484f7260117a2ab80,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:21.9,01:22.9,特写摩托车把手及其操控系统，包括启动和停止按钮，趋向于突出操控的简单性和直观性。,GOWEI CP900电动两轮车,dfb2ee97203555fd35c6a9e4d27a3df2,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:22.9,01:24.1,电动两轮车的存储箱内部细节，包括位于内部的通电按钮。,GOWEI CP900电动两轮车,db1d86ef9dabec971c0bea9579f5e54e,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:24.1,01:25.0,电动车的正面和侧面设计，具有USB充电端口的便利功能。,GOWEI CP900电动两轮车,c1e632d19e951f917cc574e3113b5d87,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:25.0,01:28.7,女主角站在电动车旁，体现了车辆与人物之间的协调与时尚外观。,GOWEI CP900电动两轮车,ac96eea42b66781176d1cf28d873ff84,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:25.2,01:32.4,以白色为主的环境中展示各式电动车，包括经典款和现代款，体现出企业的广泛产品系列。,Vespa电动车工厂介绍,72f47bcae476ecc6f02ad8acc7d64cca,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:28.7,01:30.3,女主角骑行中穿过绿意盎然的公园小径，展现出电动车在户外环境中的使用场景。,GOWEI CP900电动两轮车,c2d9d9f82e3270a161dc1c062774a090,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:30.3,01:32.9,女主角驾驶电动车的特写，突出了骑行时的动态感和轻便性。,GOWEI CP900电动两轮车,d445bfa25b5657f005184fb48a674b15,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:32.4,01:37.9,展示一排多色系列的摩托车，包括紫色和黑色等多样色彩，摆放精致，突出了产品的多样性和时尚感。,Vespa电动车工厂介绍,e7137ad6097f827baa4ca0c10d518c41,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:32.9,01:35.6,女主角下车后立于电动车旁，向观众介绍或展示电动车，背景为自然公园。,GOWEI CP900电动两轮车,38d9b2b1da55382b890b71cec688a8e0,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:35.6,01:35.6,电动车与其用户之间的互动，展示了电动车在日常生活中的应用及其便携性。,GOWEI CP900电动两轮车,8df66c3b0183ab71f8cfb7ffe9522862,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:37.9,01:40.6,特写一款高性能的摩托车，这显然是为满足性能爱好者设计的高端产品，展示出工厂的技术制造能力。,Vespa电动车工厂介绍,94c1e0a8cdc4f43d62dc8747e76b4806,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:40.6,01:47.0,展示一系列颜色丰富、设计简洁大方的电动滑板车，强调产品的便捷性和市场的年轻化趋势。,Vespa电动车工厂介绍,905833ed66303fd423fa900e7d399de1,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:47.0,01:51.8,展示了一款绿色的Vespa电动车，其特点是被设置在展示台上，背景有展示牌介绍其特性，看起来非常现代且专业。,Vespa电动车工厂介绍,5076d283da75a0482eadb87a98dd401c,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:51.8,01:54.9,另一款黑色电动车摩托放在展示台上，旁边陈列有相关的工具和设备，强调了产品的维护和实用性。,Vespa电动车工厂介绍,74d5669acb60533049a7114091a97bbe,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:54.9,01:57.0,展示了一个蓝色的三轮电动车，这种车型可能更适合于载货或工业用途。,Vespa电动车工厂介绍,36a6ff7b1028283e483e6a760a5045f4,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:57.0,02:03.0,展示了一条平坦宽敞的道路，一辆电动车在路上行驶，体现了这款车的实际使用环境。,Vespa电动车工厂介绍,194d375e1b8814e348c5bbf344f2c9c6,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
02:03.0,02:04.4,两名骑手在一个晴朗的日子里在城市街道上骑行，展示了电动车在户外的动态性能。,Vespa电动车工厂介绍,1ab3f7a7b97ef5536eb40f4e1876e52b,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
02:04.4,02:04.9,该场景进一步展示了两名骑手在沿途的城市景观中骑行，突出电动车的适用性和便利性。,Vespa电动车工厂介绍,73493eeebe11baf05f1208b4f495630e,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
